20,19,18,18,16,13,11,9,9,9,7,8,8,8,DS.elo.D,fent
13,12,12,11,9,11,10,11,10,10,10,9,9,9,DS.elo.D,socr
24,23,21,20,21,21,19,16,14,14,11,10,10,10,DS.elo.D,sarg
22,22,20,19,18,20,18,15,15,13,14,11,11,11,DS.elo.D,swaz
36,34,32,31,30,29,25,25,16,15,16,12,15,12,DS.elo.D,puck
27,26,24,24,25,23,23,19,17,17,18,15,14,13,DS.elo.D,cura
44,41,40,39,35,34,33,35,26,23,17,22,17,14,DS.elo.D,gizm
48,46,45,44,45,44,43,43,40,31,29,14,12,15,DS.elo.D,razo
35,33,31,29,31,30,29,24,23,18,15,16,16,16,DS.elo.D,lore
52,49,47,47,46,45,42,37,32,28,26,17,22,17,DS.elo.D,hect
38,38,38,38,38,37,37,36,31,30,30,30,27,18,DS.elo.D,caba
47,45,44,43,39,39,32,20,21,21,20,24,19,19,DS.elo.D,funk
29,27,30,27,28,28,26,26,22,19,21,20,18,20,DS.elo.D,cola
53,50,49,46,44,40,34,32,27,24,22,18,21,21,DS.elo.D,cind
32,31,29,28,27,27,28,27,24,16,19,19,25,22,DS.elo.D,magn
14,13,13,13,11,10,9,10,11,11,13,23,24,23,DS.elo.D,phoe
16,16,16,15,15,16,13,12,12,12,12,13,13,24,DS.elo.D,holl
25,25,23,22,24,22,21,22,20,20,24,26,23,25,DS.elo.D,xavi
26,24,22,21,22,24,27,28,25,22,25,25,20,26,DS.elo.D,swee
50,48,48,48,47,46,44,42,38,33,37,31,31,27,DS.elo.D,oreo
46,44,42,41,41,43,40,41,37,35,34,32,32,28,DS.elo.D,home
51,51,50,49,49,50,48,48,43,41,40,41,38,29,DS.elo.D,guge
41,35,33,32,32,33,31,31,28,26,28,28,26,30,DS.elo.D,dori
43,42,41,40,43,42,41,40,36,34,35,35,33,31,DS.elo.D,egon
59,57,56,55,53,49,47,45,42,37,33,33,30,32,DS.elo.D,cact
58,56,55,54,54,53,49,44,41,39,36,36,29,33,DS.elo.D,omni
55,53,53,52,55,54,52,51,46,44,43,40,39,34,DS.elo.D,pean
49,47,46,45,48,47,46,47,44,40,39,37,37,35,DS.elo.D,wood
45,43,43,42,42,41,39,39,34,32,31,29,28,36,DS.elo.D,pino
62,60,59,58,58,57,55,53,49,46,44,42,40,37,DS.elo.D,daen
56,55,54,53,52,52,51,50,47,43,42,38,36,38,DS.elo.D,gats
57,54,52,51,51,48,45,46,39,36,38,34,34,39,DS.elo.D,fina
54,52,51,50,50,51,50,49,45,42,41,39,35,40,DS.elo.D,octo
60,58,57,56,56,55,54,54,50,47,46,44,42,41,DS.elo.D,dire
61,59,58,57,57,56,53,52,48,45,45,43,41,42,DS.elo.D,wolo
